EmployeeID,Age,Department,Education,JobRole,Gender,MonthlyIncome,DateOfJoining,OverTime,BusinessTravel,MaritalStatus,YearsAtCompany,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,Attrition,StockOptionLevel,PercentSalaryHike,TotalWorkingYears
1168.0,Thirty,R&D,,Executive,F,,2024-11-10,Yes,Non-Travel,,15,Near,High,,Low,Poor,Good,2,4,High,No,Zero,16,Twenty
,,Sales,3,Research Scientist,M,,Not Available,,,Divorced,4,,4,Zero,3,,1,3,,4,No,Zero,11,8
8427.0,47,R&D,,Executive,Female,Five Thousand,,No,Non-Travel,M,,Near,3,Zero,,4,4,0,,3,N,2,Twenty,
2964.0,30,rnd,,Tech,male,19129,Not Available,yes,Frequently,,Ten,21,,0,1,1,,None,14,2,No,0,16,Twenty
8109.0,41,Research & Development,5,Executive ,F,,Not Available,N,Travel_Rarely,Married,Ten,Far,4,6,3,4,Good,6,10,3,,,Twenty,Twenty
2227.0,,R&D,4,Manager,F,2232,,Y,Rarely,Single,,,,,1,2,2,None,,4,,,Twenty,24
7292.0,50,R&D,Two,Executive ,Female,,2019-01-30,Yes,Travel_Rarely,M,Ten,Near,3,Zero,,1,4,10,,2,No,0,,Twenty
9664.0,,,3,Research Scientist,Female,Five Thousand,,,,M,Ten,Far,High,,4,1,3,None,12,1,No,3,,Twenty
5920.0,60,Sales,3,Executive,M,3373,2016-12-19,N,Rarely,,,Far,4,Zero,2,1,Good,9,Five,High,Yes,3,Twenty,15
8626.0,Thirty,Research & Development,,,male,3602,,Yes,Rarely,D,Ten,Far,2,Zero,3,4,,None,Five,4,No,,Twenty,Twenty
9328.0,46,HR,3,,,13587,12-05-2018,Y,Travel_Rarely,Married,Ten,,4,1,3,1,2,,Five,4,Yes,,,
3505.0,Thirty,HR,3,Scientist,Male,11762,Not Available,Y,Non-Travel,M,10,Near,3,Zero,Low,4,,None,,4,,,Twenty,
7812.0,42,Human Resources,5,Executive,F,11905,12-05-2018,N,,,Ten,Near,High,Zero,,Poor,2,None,10,2,Yes,0,,
7913.0,,Sales,Two,Executive,Male,Five Thousand,Not Available,Yes,,single,,Far,2,,Low,3,3,None,,,Yes,Zero,18,7
6149.0,36,rnd,4,Research Scientist,male,15087,,,Rarely,,10,Near,3,Zero,,,,,3,4,,,11,
7240.0,,rnd,,Executive,,Five Thousand,2021-05-11,Y,Rarely,,Ten,,4,2,Low,,Good,,,High,Yes,0,,Twenty
9946.0,37,Research & Development,Two,,M,17102,12-05-2018,,,Divorced,,21,2,Zero,Low,4,,4,Five,2,No,0,Twenty,
2042.0,26,R&D,1,Manager,M,Five Thousand,2016-08-05,Y,Travel_Frequently,single,,Near,1,Zero,2,,1,,,4,Yes,,Twenty,Twenty
8047.0,51,Sales,2,Executive ,Female,12703,12-05-2018,yes,Non-Travel,Married,Ten,Far,3,,1,2,1,None,Five,4,,Zero,12,
1078.0,46,,4,,F,10367,2016-09-08,No,Travel_Frequently,Single,,Far,2,4,1,1,4,,Five,4,Y,0,22,Twenty
4510.0,,Research & Development,,Laboratory Technician,Male,8065,2023-12-20,Y,Non-Travel,Single,4,,High,Zero,4,Poor,4,,,,No,1,Twenty,Twenty
7423.0,33,Sales,5,Tech,Female,9829,,N,Non-Travel,single,Ten,Near,High,Zero,Low,2,2,,0,High,Y,0,Twenty,5
8194.0,,Human Resources,2,Executive ,Male,,,,Travel_Frequently,D,,Far,2,6,4,Poor,2,None,13,High,,2,20,
8908.0,36,,Two,Executive ,Female,2780,12-05-2018,N,,Single,,15,2,Zero,,4,,,,2,,1,,35
9548.0,Thirty,Human Resources,5,Manager,Female,19187,12-05-2018,yes,Travel_Frequently,Single,16,30,2,,2,2,3,None,Five,3,No,2,Twenty,Twenty
3197.0,,Human Resources,Two,Executive,Female,19765,2022-03-15,yes,Travel_Rarely,single,,Far,4,Zero,Low,,3,0,,4,N,2,Twenty,Twenty
1449.0,,R&D,5,,,13652,,No,Frequently,Married,,,3,,3,2,1,None,12,2,No,0,25,25
2188.0,,Human Resources,5,,Female,Five Thousand,,No,Rarely,D,,4,,4,Low,,3,6,6,1,No,,Twenty,Twenty
,46,Sales,5,Manager,,15785,,Yes,Non-Travel,D,19,Far,1,3,2,1,1,,Five,,Y,,24,23
3421.0,,Sales,2,Manager,F,,12-05-2018,Yes,Travel_Rarely,single,4,3,4,0,Low,2,1,None,,4,N,0,,Twenty
3464.0,36,HR,,Tech,F,,Not Available,Y,Travel_Rarely,Single,18,Far,High,,1,3,2,0,Five,2,Yes,,Twenty,16
4378.0,Thirty,rnd,5,Tech,M,,,N,Frequently,,Ten,,1,Zero,4,1,1,,,2,Y,0,Twenty,13
4921.0,,R&D,Two,Research Scientist,,,12-05-2018,yes,Non-Travel,M,8,23,,0,2,3,4,None,Five,3,Y,1,19,23
1141.0,Thirty,Sales,2,Executive ,Male,Five Thousand,,yes,Rarely,,,Near,1,Zero,,Poor,,None,Five,4,Y,2,Twenty,Twenty
2530.0,Thirty,HR,5,Scientist,male,Five Thousand,Not Available,N,,M,9,Near,3,Zero,,,Good,,2,3,Y,Zero,Twenty,36
8083.0,,Human Resources,,Manager,M,Five Thousand,,,Travel_Frequently,,19,,,,4,Poor,Good,,14,2,N,1,,Twenty
5080.0,,Sales,2,Scientist,Female,Five Thousand,12-05-2018,Yes,Non-Travel,Single,0,Far,High,,4,1,2,None,Five,1,Y,2,Twenty,Twenty
1887.0,52,Human Resources,1,Laboratory Technician,male,,12-05-2018,Yes,Frequently,D,12,6,1,Zero,,Poor,,9,11,4,Y,,,30
1431.0,30,Sales,2,Research Scientist,Male,2207,,yes,Frequently,single,,,3,,Low,,1,,,High,Y,Zero,,15
9874.0,28,R&D,2,Manager,,Five Thousand,,yes,Frequently,Single,Ten,Near,,0,3,1,2,None,,2,N,0,,Twenty
8860.0,33,Sales,1,Research Scientist,,7615,2018-10-12,N,Travel_Rarely,single,12,29,High,,1,,4,,Five,1,Y,3,,Twenty
1150.0,Thirty,R&D,,Tech,F,,12-05-2018,No,Rarely,Divorced,Ten,Far,High,,4,3,1,None,,4,No,Zero,Twenty,
5965.0,,R&D,,,F,,Not Available,Y,Travel_Rarely,Married,,Far,4,Zero,Low,4,1,None,,High,Yes,0,,38
6905.0,Thirty,HR,5,Scientist,M,,12-05-2018,Yes,,Divorced,4,Near,3,,2,4,3,,,High,Y,2,14,
1241.0,,,Two,Executive,Female,Five Thousand,12-05-2018,yes,,Divorced,7,,3,Zero,4,4,4,None,,1,,3,,
8089.0,28,Research & Development,2,Manager,F,18634,Not Available,N,Non-Travel,M,Ten,Far,High,,4,1,2,None,Five,3,,1,17,
,,,5,Research Scientist,Female,Five Thousand,12-05-2018,N,Travel_Rarely,single,9,Near,3,0,1,3,2,7,,3,No,,,Twenty
7545.0,Thirty,Sales,,Executive ,Female,6555,,No,,Divorced,,Near,,,2,4,4,8,11,1,yes,0,22,
8425.0,30,Sales,5,Manager,Female,,12-05-2018,yes,Rarely,Married,Ten,,2,,4,1,4,None,Five,High,N,,,5
3321.0,27,R&D,2,Executive ,Male,7343,12-05-2018,N,Rarely,Married,,Far,1,,4,,1,10,6,3,Yes,3,Twenty,
2715.0,53,HR,2,Executive,M,13045,,Yes,,Divorced,Ten,Far,2,4,2,3,4,,,4,N,Zero,Twenty,7
2518.0,,,,Tech,male,4070,2021-05-22,Yes,Travel_Rarely,,,,2,,Low,4,4,3,10,High,Yes,1,19,Twenty
,43,HR,,Executive ,,Five Thousand,,Yes,Rarely,,20,Near,3,,2,2,3,1,1,2,Yes,1,,38
4050.0,,,,Research Scientist,male,5269,12-05-2018,,Travel_Rarely,M,,Far,High,Zero,,2,Good,,Five,,Y,0,,Twenty
3662.0,Thirty,HR,1,Research Scientist,Male,13839,Not Available,Yes,Frequently,M,,3,4,5,Low,2,4,3,15,,,0,,6
4656.0,,R&D,5,Executive ,,17620,12-05-2018,,Travel_Rarely,Married,Ten,Near,3,6,2,1,1,,,1,No,,13,Twenty
5122.0,40,Sales,3,Research Scientist,male,,2024-07-26,Yes,Rarely,Single,,,3,1,4,Poor,2,10,8,High,N,1,,Twenty
5997.0,Thirty,R&D,Two,Manager,male,Five Thousand,12-05-2018,Yes,Frequently,Married,11,Near,,Zero,1,,1,None,9,2,No,Zero,25,25
1818.0,21,Sales,1,Tech,,11710,,,Non-Travel,single,Ten,Near,3,Zero,Low,4,4,,9,1,Y,3,Twenty,Twenty
7359.0,Thirty,rnd,,Scientist,male,19871,2023-03-02,yes,Travel_Frequently,M,3,12,,,2,1,1,,Five,2,Yes,0,11,27
2719.0,Thirty,,1,Executive,,Five Thousand,2021-05-06,Y,Rarely,Married,,7,2,,3,1,1,,6,4,yes,1,,23
5616.0,,Human Resources,1,Tech,M,,,No,,M,Ten,,,Zero,Low,,4,5,,4,yes,Zero,16,36
8117.0,Thirty,Sales,3,,F,Five Thousand,2022-12-26,No,Rarely,,Ten,Near,High,Zero,Low,Poor,Good,,,High,No,0,,Twenty
5788.0,51,Sales,1,Scientist,Male,18615,Not Available,yes,Non-Travel,Married,14,13,4,5,1,1,Good,9,9,2,yes,0,,5
4904.0,49,R&D,5,Manager,Female,Five Thousand,12-05-2018,No,Travel_Rarely,Divorced,,,1,,3,Poor,4,,Five,2,Y,Zero,15,Twenty
1042.0,Thirty,R&D,1,Manager,male,16002,,Yes,Frequently,,Ten,Near,High,3,3,,1,8,2,2,Yes,2,15,Twenty
4127.0,23,Sales,,Laboratory Technician,Male,Five Thousand,Not Available,,Non-Travel,D,1,6,3,,Low,3,,3,5,4,Yes,,Twenty,28
9128.0,56,rnd,Two,Tech,Male,3261,,No,Rarely,M,Ten,Far,,,1,4,1,,Five,4,Y,3,,Twenty
9613.0,59,R&D,4,Laboratory Technician,male,10780,,Y,,single,11,,High,1,Low,4,,None,,3,yes,1,24,
9860.0,Thirty,Sales,,Manager,F,,Not Available,Yes,Frequently,Married,Ten,18,High,4,1,2,,,Five,High,N,,,Twenty
7855.0,Thirty,Sales,1,Manager,,6334,12-05-2018,No,Non-Travel,,Ten,Near,High,Zero,2,1,4,None,12,3,yes,3,Twenty,
3372.0,Thirty,Sales,4,Tech,,,12-05-2018,yes,Frequently,Single,18,,4,,,4,1,,4,3,,0,22,11
3485.0,22,Sales,2,Executive ,Female,2804,2021-06-14,No,Travel_Frequently,D,,16,High,,4,Poor,2,,Five,1,yes,2,Twenty,Twenty
9858.0,58,Human Resources,1,,Female,,2015-07-10,Y,Travel_Rarely,Married,,Far,3,Zero,1,2,2,0,Five,3,yes,2,,Twenty
3549.0,51,,2,Executive,F,Five Thousand,,Y,Rarely,Single,,5,High,Zero,Low,,Good,None,,2,Yes,0,Twenty,
8040.0,27,Sales,Two,Laboratory Technician,F,,Not Available,,Rarely,Married,,,2,Zero,1,1,3,6,12,2,N,3,13,21
8059.0,,,2,Tech,Female,2796,,Yes,Travel_Frequently,Divorced,,6,High,0,1,2,1,None,,,Yes,3,14,Twenty
5438.0,46,Sales,Two,Laboratory Technician,male,Five Thousand,2022-08-25,yes,Rarely,Single,,,,,2,Poor,3,5,7,1,N,Zero,22,Twenty
2122.0,,HR,Two,Scientist,male,Five Thousand,,yes,,single,,Far,3,Zero,4,2,3,None,14,2,,3,16,8
3906.0,,rnd,3,Scientist,M,,Not Available,N,,Single,12,29,4,0,,1,,None,,,,0,15,
7230.0,23,,Two,Research Scientist,F,Five Thousand,Not Available,No,Non-Travel,Divorced,Ten,,,,1,4,4,1,Five,,N,1,,6
7299.0,40,R&D,Two,,,Five Thousand,,Yes,,single,,Far,3,Zero,3,4,Good,None,5,3,yes,1,Twenty,
6827.0,,HR,5,,Male,19504,2019-02-10,Yes,Rarely,D,,,4,2,4,Poor,1,None,2,4,No,Zero,25,22
8992.0,,rnd,,Tech,F,9608,Not Available,,,single,,,High,1,3,1,2,10,,,No,,,Twenty
4723.0,,rnd,Two,Research Scientist,M,6639,2022-09-30,No,Non-Travel,Divorced,Ten,Near,,Zero,4,4,3,10,,2,N,3,Twenty,14
9844.0,Thirty,,2,Manager,male,,,No,Frequently,Divorced,16,,1,5,4,3,1,10,4,2,No,Zero,,
3944.0,Thirty,Human Resources,Two,,M,2412,,yes,Travel_Frequently,M,,Far,High,3,4,,Good,,Five,1,Y,3,Twenty,Twenty
5156.0,Thirty,Research & Development,5,Manager,F,15697,Not Available,No,Travel_Rarely,single,,Far,3,Zero,1,3,3,1,0,2,Y,Zero,16,Twenty
5235.0,,Human Resources,3,Manager,Male,,Not Available,,Frequently,Single,4,Far,1,1,Low,3,3,,,4,yes,0,Twenty,
7204.0,,Sales,Two,Laboratory Technician,Female,,,Y,Rarely,Single,16,,1,,4,,1,None,Five,,N,1,21,19
6384.0,,R&D,,Tech,,Five Thousand,12-05-2018,N,,Single,14,Near,1,5,Low,1,,None,5,High,No,0,Twenty,Twenty
1368.0,,HR,3,Executive ,male,Five Thousand,Not Available,,Travel_Frequently,,,Far,High,6,1,4,4,,,High,yes,3,Twenty,
6851.0,21,Sales,4,Executive,male,Five Thousand,Not Available,N,Travel_Frequently,Single,,Near,3,5,2,2,2,,,,Y,0,Twenty,Twenty
2129.0,Thirty,,,Executive ,Male,3894,Not Available,,Travel_Rarely,single,Ten,28,,,4,1,4,None,Five,2,Yes,0,12,
7081.0,50,Sales,5,Manager,M,Five Thousand,2017-04-13,Y,Travel_Frequently,Single,,Near,3,0,,3,4,,,1,,Zero,,
7765.0,Thirty,Sales,1,Laboratory Technician,M,Five Thousand,,N,Travel_Rarely,,4,,2,Zero,3,2,2,,Five,3,No,2,17,25
9236.0,36,R&D,2,,male,,12-05-2018,Y,,,Ten,Far,2,Zero,,Poor,2,None,Five,1,yes,Zero,Twenty,Twenty
8025.0,Thirty,,4,Research Scientist,male,Five Thousand,Not Available,yes,Travel_Rarely,single,Ten,Near,3,6,Low,1,3,4,15,4,Y,2,Twenty,Twenty
5503.0,,R&D,5,Laboratory Technician,male,2297,2017-02-09,N,Travel_Frequently,Married,,,3,Zero,4,2,4,None,Five,1,N,1,23,39
9499.0,56,HR,Two,Laboratory Technician,Male,10804,2024-06-22,No,Rarely,Divorced,Ten,,High,Zero,2,1,4,None,4,High,yes,1,,Twenty
8773.0,,Human Resources,,Scientist,,Five Thousand,,Yes,Travel_Rarely,D,,21,,6,1,,3,,Five,4,No,,,
3886.0,Thirty,Sales,Two,Manager,Male,,,N,Non-Travel,Married,,Near,,Zero,1,Poor,3,8,Five,1,,Zero,16,Twenty
3806.0,,,4,Executive,F,,12-05-2018,Y,Travel_Rarely,Married,,Near,4,1,4,Poor,,,Five,,,Zero,,
,,Sales,3,Tech,,17354,2022-02-01,Y,Frequently,Divorced,20,,2,,2,Poor,Good,None,Five,1,Yes,3,11,39
6139.0,32,,4,Executive ,M,,Not Available,Yes,Frequently,Single,Ten,Far,1,1,1,2,2,2,,High,N,Zero,Twenty,Twenty
1499.0,,Sales,2,Laboratory Technician,male,,Not Available,Yes,Travel_Frequently,M,Ten,18,4,,2,1,,7,8,2,yes,2,22,Twenty
1110.0,,Sales,2,Executive ,F,6416,2017-05-13,No,,Divorced,6,,4,Zero,Low,4,,4,6,High,No,,Twenty,
7938.0,Thirty,,2,,M,,2024-04-30,yes,Rarely,Divorced,16,2,2,5,4,,,None,6,4,yes,3,Twenty,Twenty
3928.0,39,,,Tech,,9010,,No,Non-Travel,Married,,,High,3,2,1,3,3,,1,,2,18,Twenty
4392.0,34,rnd,3,Scientist,Female,12420,2016-10-22,yes,,M,Ten,22,1,,4,Poor,1,0,,1,,1,20,Twenty
9838.0,33,R&D,4,,M,,,Y,Frequently,Married,Ten,Near,2,,1,2,1,,Five,4,Y,1,,6
8924.0,Thirty,R&D,5,Executive,male,,Not Available,N,Travel_Frequently,single,15,Near,,2,3,1,Good,None,,,N,1,22,15
2573.0,,,,,F,18856,2020-11-17,Y,Rarely,,,Far,3,Zero,2,3,Good,None,Five,4,N,0,,8
7737.0,Thirty,,2,Executive ,Female,Five Thousand,12-05-2018,,Rarely,Divorced,Ten,,4,Zero,,,2,3,1,,Y,Zero,,Twenty
9725.0,Thirty,rnd,2,Research Scientist,,Five Thousand,Not Available,Y,Travel_Frequently,Divorced,Ten,Near,3,,1,Poor,2,4,,1,No,3,Twenty,14
6635.0,Thirty,Human Resources,1,Scientist,Male,,Not Available,N,Travel_Frequently,Divorced,Ten,Near,,Zero,Low,4,2,,Five,3,Yes,2,,18
3846.0,,R&D,,Manager,Male,Five Thousand,,Y,Frequently,D,0,Near,,Zero,3,4,1,5,,1,Y,2,17,
7404.0,49,Human Resources,,Executive ,F,,,N,,Single,6,,,,,,4,8,11,1,Yes,Zero,Twenty,
9108.0,Thirty,R&D,,Executive,male,Five Thousand,2019-09-17,,Rarely,D,,,,,4,1,,None,Five,4,Yes,2,18,Twenty
2590.0,Thirty,R&D,2,,,11795,2021-01-17,No,,M,,Near,1,,,1,Good,,,,yes,0,22,
8678.0,,R&D,2,Executive,Male,7978,Not Available,N,Non-Travel,Single,,Near,,,4,1,3,,,3,Y,2,10,32
6012.0,37,R&D,Two,,Female,Five Thousand,12-05-2018,,Rarely,Married,Ten,18,1,4,,1,Good,5,Five,4,Yes,,18,9
2292.0,Thirty,Research & Development,5,Tech,male,Five Thousand,Not Available,Yes,,D,13,,3,6,1,,3,3,Five,High,N,,Twenty,
4925.0,31,Human Resources,Two,Executive ,Female,,2024-12-02,yes,Travel_Frequently,Divorced,Ten,Far,2,,2,4,3,,Five,2,Yes,2,20,9
3462.0,,rnd,2,Manager,Male,14942,,,Non-Travel,D,,27,High,4,1,3,Good,,Five,High,yes,,Twenty,Twenty
4704.0,Thirty,Sales,,Scientist,Male,Five Thousand,2018-12-24,yes,Non-Travel,Divorced,0,Near,2,Zero,,Poor,,None,,2,yes,,,Twenty
5967.0,Thirty,,,Research Scientist,F,Five Thousand,12-05-2018,N,Travel_Rarely,Married,Ten,,3,5,,2,2,None,,,yes,2,25,
7744.0,Thirty,Sales,,Executive,male,9241,12-05-2018,Y,Rarely,Divorced,19,Far,High,,2,Poor,Good,None,10,3,Y,1,,14
5536.0,40,Research & Development,4,Scientist,Female,,,Yes,Travel_Rarely,M,,,4,Zero,Low,,4,,12,,Y,0,,31
9982.0,43,Research & Development,,Research Scientist,F,,Not Available,No,,Single,3,27,High,Zero,,4,3,8,,2,,0,Twenty,Twenty
8431.0,,R&D,2,Laboratory Technician,Female,,Not Available,yes,Rarely,Divorced,Ten,Far,High,,4,,1,,,3,Y,2,Twenty,24
7835.0,37,Human Resources,4,Scientist,male,,Not Available,Y,Travel_Rarely,Single,,,3,5,1,1,1,None,,4,N,,24,Twenty
9873.0,,Sales,Two,Executive ,F,6223,12-05-2018,Yes,,M,20,8,2,Zero,3,3,3,,,4,yes,,,Twenty
8754.0,Thirty,HR,,Executive,F,,,Y,Frequently,M,9,Near,,6,,1,Good,6,,High,No,0,,Twenty
2461.0,,Sales,3,Manager,,Five Thousand,,Yes,,M,,Far,High,,4,,4,5,4,2,Yes,Zero,23,40
4531.0,38,,3,Scientist,Male,2427,12-05-2018,No,Travel_Rarely,M,1,Far,4,Zero,1,2,3,,,3,Y,1,Twenty,
3227.0,Thirty,Sales,1,Research Scientist,F,9581,Not Available,yes,Rarely,single,14,,,,4,3,4,10,,1,N,3,,10
2186.0,52,Research & Development,2,Laboratory Technician,M,Five Thousand,12-05-2018,N,Travel_Rarely,D,Ten,13,4,Zero,Low,3,4,10,Five,2,yes,Zero,,23
3830.0,54,Research & Development,5,Manager,F,Five Thousand,,No,Frequently,M,Ten,Near,1,3,,Poor,4,,3,2,No,3,,Twenty
8907.0,,Sales,5,Executive,,,12-05-2018,,,,,,2,,3,,Good,None,7,2,Y,,,
4130.0,Thirty,rnd,,Executive,M,,12-05-2018,Y,Non-Travel,M,Ten,Near,1,2,Low,3,Good,None,,4,Y,0,19,17
7819.0,,,3,Laboratory Technician,male,13172,,,Travel_Rarely,Single,15,Far,4,Zero,4,1,3,None,,,No,Zero,20,40
5103.0,Thirty,Research & Development,,Executive ,M,8915,2018-02-04,yes,Travel_Rarely,single,16,5,1,Zero,4,3,2,None,Five,High,yes,Zero,20,
2893.0,22,Human Resources,3,,male,7949,2018-08-27,Yes,Frequently,Single,13,,2,,,2,4,6,14,3,N,1,,19
2948.0,Thirty,Human Resources,1,Scientist,F,,Not Available,yes,Frequently,D,6,,,1,4,Poor,,None,2,4,Y,1,Twenty,
4318.0,Thirty,Sales,5,Tech,Female,,2019-02-21,yes,Frequently,single,,18,4,6,4,Poor,1,4,,1,Yes,3,,36
8323.0,,R&D,2,Executive,male,9811,Not Available,Yes,Rarely,Married,20,Far,3,,1,,1,5,Five,1,,1,,
7795.0,,R&D,,Executive ,male,,12-05-2018,No,Rarely,single,,1,1,4,1,3,Good,None,,1,No,Zero,25,Twenty
3892.0,Thirty,rnd,5,Tech,male,,2017-01-01,yes,Frequently,,17,,4,0,,Poor,2,2,1,4,yes,2,,4
7302.0,51,,Two,Scientist,male,10580,,,Rarely,M,,Near,3,5,2,2,1,,,2,Yes,,Twenty,Twenty
4209.0,Thirty,rnd,1,Laboratory Technician,M,,2023-09-08,No,Frequently,Divorced,Ten,Near,3,Zero,,1,3,None,Five,2,,3,,16
2282.0,,Sales,2,Scientist,Female,,,Y,Non-Travel,M,0,6,,Zero,4,3,Good,6,,2,No,3,Twenty,22
9561.0,,HR,4,Manager,male,,2024-03-04,,,single,19,,,,4,3,2,None,Five,4,,Zero,11,
5977.0,Thirty,R&D,,Executive,Male,Five Thousand,12-05-2018,,,Single,Ten,Far,3,Zero,Low,3,1,,Five,,Yes,0,12,Twenty
5395.0,Thirty,HR,2,Executive,M,,12-05-2018,Y,Travel_Frequently,M,Ten,4,,,,1,2,,,2,Y,3,,
6214.0,Thirty,,Two,Research Scientist,M,,Not Available,,Frequently,D,,26,,,2,Poor,,,,4,N,2,13,
4335.0,Thirty,R&D,,Manager,Male,,2022-12-05,,Travel_Frequently,Married,Ten,Near,2,5,4,3,1,,,High,Y,2,18,17
5868.0,Thirty,Human Resources,5,Manager,Female,Five Thousand,Not Available,,Travel_Frequently,single,16,,High,3,4,,Good,9,5,High,Yes,0,10,Twenty
9482.0,,Human Resources,,,M,,2018-08-27,N,Rarely,,1,20,3,3,Low,3,Good,None,Five,2,yes,2,,
9323.0,,R&D,2,Executive ,M,17624,Not Available,N,Travel_Frequently,,13,8,3,3,1,2,3,6,5,High,,0,17,Twenty
2232.0,37,Research & Development,5,,F,4313,Not Available,Y,Travel_Rarely,M,Ten,2,,3,2,Poor,4,None,11,3,Y,0,,
9495.0,Thirty,Human Resources,4,Scientist,M,Five Thousand,,yes,Travel_Rarely,Divorced,,,,1,4,,2,,5,4,Y,0,13,24
6679.0,Thirty,Sales,,Manager,M,,Not Available,Y,Travel_Rarely,M,Ten,Near,High,,3,,1,,11,4,Yes,,,
5301.0,,Sales,Two,Research Scientist,Female,,Not Available,No,Frequently,Divorced,Ten,Near,3,0,3,1,Good,2,Five,High,N,3,,21
1485.0,Thirty,HR,,Scientist,M,,Not Available,No,,M,Ten,,High,Zero,2,4,Good,None,Five,High,N,Zero,13,
5559.0,50,rnd,2,Manager,,,12-05-2018,yes,Non-Travel,Married,,Far,1,Zero,2,3,3,,,1,No,Zero,20,Twenty
6004.0,,HR,5,Scientist,M,Five Thousand,2024-09-21,yes,Frequently,M,,,High,2,4,Poor,2,1,,,No,0,17,
,,rnd,1,Executive,Male,Five Thousand,Not Available,N,Frequently,Married,,,,Zero,Low,3,Good,,12,3,No,3,,
1070.0,Thirty,Human Resources,,Research Scientist,male,,,Y,Frequently,M,Ten,Near,1,Zero,4,3,,None,8,2,N,2,,21
7821.0,Thirty,Sales,,Laboratory Technician,F,Five Thousand,,,Travel_Frequently,M,Ten,Near,High,Zero,,1,,None,2,3,No,Zero,Twenty,Twenty
4302.0,,rnd,Two,Executive,,9576,2023-08-26,No,Travel_Rarely,Divorced,16,Far,,0,1,3,Good,0,11,4,Y,3,16,18
2154.0,21,Sales,2,Tech,Male,11705,2022-08-15,yes,Rarely,M,16,Far,1,0,1,2,4,,5,1,Yes,,20,
4800.0,Thirty,Human Resources,Two,Manager,,10056,Not Available,Yes,Travel_Rarely,Married,,Near,4,,Low,1,1,None,Five,,No,2,,
5038.0,,Research & Development,4,Laboratory Technician,male,Five Thousand,12-05-2018,,Travel_Frequently,,Ten,Far,4,2,2,4,4,,5,3,yes,0,16,Twenty
7460.0,51,HR,5,Scientist,male,Five Thousand,12-05-2018,,Frequently,D,,Near,4,Zero,2,Poor,4,None,,3,N,2,,36
4290.0,Thirty,Sales,2,Scientist,Male,,2022-01-01,Y,Frequently,Married,Ten,15,High,3,2,3,Good,,8,High,No,2,20,14
3017.0,49,R&D,4,Laboratory Technician,Female,Five Thousand,Not Available,N,Frequently,,Ten,Far,2,,Low,Poor,2,1,Five,High,yes,,,
1911.0,,Research & Development,5,,F,,Not Available,No,Rarely,single,,26,4,5,2,4,4,4,Five,,yes,2,17,37
8535.0,,R&D,3,Executive,F,,,Y,Travel_Rarely,M,Ten,Far,4,Zero,2,1,2,,5,1,Yes,3,14,
5690.0,Thirty,,,,M,Five Thousand,12-05-2018,yes,Travel_Frequently,single,,,High,Zero,1,4,,None,,High,,Zero,14,12
7300.0,Thirty,,1,Research Scientist,,15481,12-05-2018,,Frequently,Divorced,,,High,Zero,4,2,,5,13,1,yes,2,25,
3746.0,,Sales,Two,Scientist,M,16284,Not Available,yes,Rarely,,Ten,,1,4,,1,Good,,4,4,N,,15,
4616.0,,Sales,1,Laboratory Technician,male,Five Thousand,2024-08-10,yes,Non-Travel,,,Far,1,,Low,4,4,,,3,Yes,1,Twenty,
6355.0,20,rnd,,Scientist,Female,Five Thousand,2015-11-16,No,Travel_Frequently,D,4,Far,4,Zero,,4,2,None,,4,Y,0,,22
7162.0,,R&D,5,Research Scientist,F,Five Thousand,2016-01-08,,,Single,4,Near,,,2,,3,None,Five,,Yes,0,,30
3654.0,Thirty,R&D,,Executive,F,,Not Available,Yes,Travel_Rarely,D,0,Far,High,,,,,None,1,High,Y,Zero,,Twenty
5662.0,53,rnd,3,Scientist,Male,8145,2025-04-22,N,Rarely,single,16,Near,,,Low,4,1,None,,3,No,Zero,,
7749.0,,rnd,3,Tech,male,12659,Not Available,,Rarely,single,,Far,1,Zero,Low,4,3,None,,4,No,0,,
5416.0,Thirty,Research & Development,3,Executive,Female,Five Thousand,Not Available,N,Rarely,,,,,Zero,2,2,Good,,6,2,yes,2,14,
9665.0,54,HR,2,Manager,,Five Thousand,Not Available,Y,,Married,14,Far,4,,Low,1,4,,Five,2,Y,3,Twenty,27
6663.0,Thirty,,Two,Executive ,M,,2023-02-25,Y,Travel_Frequently,single,3,,High,Zero,2,2,,None,,2,Y,0,22,Twenty
4249.0,Thirty,R&D,4,Scientist,Female,Five Thousand,2022-04-18,No,Travel_Rarely,Divorced,18,Near,High,,2,4,2,7,14,1,No,Zero,,40
7367.0,Thirty,Research & Development,1,Research Scientist,Female,16249,,,Non-Travel,D,7,,4,,3,2,Good,,3,,,,Twenty,Twenty
2805.0,,,2,Tech,F,Five Thousand,Not Available,N,Travel_Frequently,,0,Far,3,Zero,1,2,3,,,2,Yes,Zero,Twenty,
8775.0,46,Sales,1,Tech,Male,,Not Available,Y,Non-Travel,M,Ten,28,4,5,3,Poor,Good,,4,,N,Zero,Twenty,Twenty
7874.0,45,Sales,1,Research Scientist,F,17553,,yes,Non-Travel,M,4,Near,High,,2,1,4,None,11,2,N,Zero,17,18
